word,surprisal,avg_rt
hit,13.0698,266.5264285714286
him,11.8984,286.61785714285713
this,10.1618,283.3192857142857
time,6.42021,267.5678571428571
sending,16.043,261.18
him,11.3125,275.36499999999995
careening,18.1286,243.68846153846152
against,10.5219,303.17846153846153
the,2.13128,273.9785714285714
A,5.74117,250.38357142857143
bullet,16.429,295.8328571428571
into,9.06367,299.42428571428576
the,1.74918,271.02230769230766
bar,13.0289,252.2192857142857
top,13.3063,352.94999999999993
an,9.42629,343.1892307692308
inch,13.1458,301.5371428571429
from,8.34708,305.1807142857142
stomach,17.59,297.51692307692304
as,8.25664,300.8821428571428
Blue,16.6109,314.1542857142857
started,15.8777,359.5261538461539
himself,12.1426,327.63692307692304
dropped,13.8147,337.29857142857145
on,8.36972,302.6078571428571
one,8.64589,320.54714285714283
and,5.59109,300.4723076923077
pulled,15.6365,354.2857142857142
his,10.4158,326.9871428571429
own,5.38961,242.79857142857145
The,2.68215,275.8514285714286
twice,13.6103,307.42214285714283
and,7.13738,263.77923076923076
two,8.62355,284.41785714285714
men,8.30929,310.98
A,5.74117,237.19285714285712
third,14.2004,272.94500000000005
shot,14.4458,236.05928571428566
the,6.52863,321.07214285714286
Somewhere,15.5374,311.2200000000001
at,8.10332,259.6135714285714
the,2.50944,231.14499999999998
far,15.5595,222.12357142857147
end,13.5374,248.37142857142857
of,2.70224,241.16384615384615
the,1.99796,213.37571428571422
room,12.755,266.2864285714286
a,8.25625,230.17714285714285
voice,13.898,260.7207142857143
all,10.8236,260.2207142857143
but,11.6139,285.5407142857143
I,9.04244,304.6485714285715
got,15.5201,240.7357142857143
poor,14.6619,300.8407142857142
old,13.1851,270.58785714285716
body,12.2238,265.50142857142856
And,6.26392,271.8646153846154
I,9.09186,228.68428571428572
aim,15.6651,243.85928571428573
to,5.87028,243.03071428571428
have,7.30558,240.8628571428571
He,5.6328,320.5628571428571
fired,16.2885,265.7142857142857
and,5.48786,241.51
somewhere,14.6037,271.97076923076924
in,5.96339,269.71714285714285
the,2.68569,226.38153846153847
gloom,15.7046,234.6764285714286
a,7.7026,243.16428571428568
man,10.1141,238.71214285714288
Another,9.20217,269.1464285714286
took,12.0371,226.56285714285715
off,7.78152,261.74357142857144
his,9.05562,240.26142857142852
gun,17.5886,252.57214285714284
belt,17.3181,240.47857142857137
and,6.66297,259.0785714285715
his,9.84272,225.32571428571427
weapons,14.6512,250.23499999999999
to,7.00614,257.01714285714286
the,4.48029,232.15357142857147
said,7.78858,307.7742857142857
another,10.818,285.905
Blue,15.9131,292.41571428571433
brought,14.2223,310.1921428571428
a,5.15252,285.8128571428571
and,6.81849,269.12857142857143
his,7.1555,290.30999999999995
George,12.7717,284.3707142857143
the,6.46964,287.93230769230763
men,12.513,258.4592857142857
into,10.367,275.50857142857143
a,2.93443,259.9542857142857
said,7.78858,296.80357142857144
with,7.29958,269.3407142857143
deadly,17.2093,273.9657142857143
repeat,16.9204,277.19692307692304
what,10.9198,270.61357142857145
I,5.31684,239.19142857142856
come,13.3611,254.9528571428571
for,9.27627,218.28999999999996
Pat,17.0685,262.825
In,4.57937,239.87285714285713
two,11.1241,249.69928571428565
minutes,11.4791,274.21071428571423
the,7.9394,230.07285714285715
body,12.1345,253.2435714285714
of,5.35202,252.5878571428572
former,15.7846,279.1764285714286
who,9.14197,326.6128571428571
had,5.23012,276.69928571428574
been,3.15332,248.1942857142857
killed,14.7037,251.68785714285715
by,6.71828,259.23071428571427
Blue,13.8077,248.08071428571424
in,5.9754,274.9271428571429
a,3.9038,222.3676923076923
gambling,16.2044,270.40285714285716
brawl,17.0399,294.3121428571429
the,7.36192,288.6228571428572
previous,9.53201,271.32785714285717
was,9.00098,267.2914285714286
carried,13.8194,261.8485714285714
into,6.91759,251.615
the,2.33354,237.82999999999998
funeral,17.1844,276.55785714285713
parlor,17.0894,256.2392857142857
to,6.79864,302.23
be,5.59389,248.36071428571427
prepared,10.2604,264.08714285714285
for,3.71242,229.89071428571424
decent,16.5389,220.70214285714283
Blue,14.6762,287.7328571428572
nursing,15.4653,283.3153846153847
an,4.96339,282.34857142857146
and,5.04929,267.78000000000003
a,6.45145,299.66571428571433
dose,16.6508,320.01071428571424
of,3.96339,284.97714285714284
wounded,17.6428,322.5457142857143
rode,16.5628,331.7357142857143
out,9.89724,301.62928571428574
of,2.11625,252.89785714285716
town,7.41362,264.04499999999996
with,8.98438,220.85615384615383
the,3.04449,256.6328571428572
survivors,17.3725,307.9684615384615
of,4.28532,244.7135714285714
the,3.44768,266.3692857142857
will,8.3041,323.02571428571434
be,2.77817,291.6064285714286
back,10.9921,292.4021428571429
predicted,13.1838,300.07071428571436
George,13.6833,305.05071428571426
bring,15.939,265.15785714285715
of,5.83894,253.65428571428578
his,9.26826,299.28000000000003
kind,14.1343,238.5121428571429
back,12.6155,268.5342857142857
with,7.92425,295.28000000000003
Blue,14.6762,251.4807142857143
stand,14.1723,268.36307692307696
for,4.42197,253.4892307692308
shoot,16.6086,249.1
up,4.54835,259.4276923076923
the,4.17439,238.65230769230766
She,8.86122,379.1825
was,4.26692,321.4423529411765
just,7.94951,287.27842105263164
another,7.89094,288.55789473684206
from,7.76183,353.99666666666667
the,2.03189,302.12842105263155
and,5.76003,327.92526315789473
she,11.6534,286.50105263157894
seemed,14.1278,280.4978947368421
as,9.17116,274.79578947368424
commonplace,17.9862,402.64222222222213
as,8.40536,381.49263157894734
her,13.5628,338.1510526315789
She,8.86122,291.5255555555555
was,4.26692,305.0578947368421
the,3.27436,269.9836842105263
John,13.5945,296.8563157894737
one,11.9455,341.29578947368424
of,3.19237,292.27684210526314
those,5.47503,270.26473684210526
Atlantic,15.3345,304.158947368421
that,7.50105,382.0833333333333
had,7.34163,299.63526315789477
sailed,18.3282,298.53421052631575
to,6.79704,320.3031578947368
to,6.37482,319.62842105263155
bring,9.83548,305.17157894736846
and,5.00457,314.93842105263155
bullets,17.1882,364.91421052631574
to,6.7587,281.38000000000005
the,4.48029,277.5157894736842
U.S.,5.64488,287.12210526315783
Air,13.3611,354.62157894736845
to,6.14296,286.81578947368416
Field,18.0089,348.75105263157894
Army,15.939,339.16736842105263
then,12.2819,320.30263157894734
racing,15.8792,355.2373684210526
up,9.95354,286.4005263157895
the,4.17439,274.2278947368421
of,3.79466,306.48315789473673
the,2.54924,285.29842105263157
of,5.67937,304.4257894736842
Italy,11.8136,302.47388888888895
in,7.10843,293.4542105263158
that,7.62912,286.7447368421053
early,12.4657,318.64421052631576
December,7.17814,352.5722222222222
of,8.08086,285.2642105263158
The,2.68215,314.3616666666666
John,13.4847,321.43684210526317
Harvey,17.6471,283.9088888888889
arrived,14.8616,332.4347368421053
in,1.38279,303.5047368421052
a,7.9256,317.4221052631579
port,17.815,369.8073684210527
on,8.07142,303.6972222222223
the,2.35074,316.05263157894734
on,7.6254,367.6877777777778
November,15.4461,315.4844444444444
making,13.8147,347.64052631578954
for,7.85788,325.2778947368421
as,9.01843,294.44210526315794
the,3.61726,291.49947368421044
name,10.8867,257.9936842105264
was,9.00098,326.7163157894737
the,3.35473,321.0736842105263
ancient,18.3442,316.01105263157893
new,11.7415,307.8021052631579
and,7.94679,287.4615789473685
modern,13.9539,288.77736842105264
Hardly,15.5374,325.1472222222221
anyone,13.2585,408.6736842105263
ashore,17.7067,331.7116666666667
marked,14.2429,350.23999999999995
her,11.9064,345.5727777777778
as,8.80871,292.8994444444445
she,10.0054,281.3415789473685
off,10.3884,411.0194444444444
29,13.6455,379.209411764706
on,8.48739,347.1888888888889
the,2.35074,349.39500000000004
If,7.38143,304.6484210526316
anyone,10.1362,321.91578947368413
thought,13.0533,308.4331578947369
of,4.72395,294.40736842105264
the,3.44768,280.6784210526316
John,13.4947,275.67157894736846
it,10.6942,294.39263157894726
was,5.39932,277.99444444444447
to,6.11894,262.49315789473684
observe,18.6006,311.12947368421044
that,3.54835,295.69052631578944
she,8.33042,286.84333333333336
was,3.12654,298.01473684210526
by,3.0808,353.0233333333333
a,4.6988,268.5173684210526
pair,13.2853,281.66555555555556
of,0.981775,278.74842105263156
ships,15.7637,288.3510526315789
heavily,13.3603,326.7126315789473
laden,17.956,334.6842105263158
with,1.25796,339.4888888888888
high,9.17445,317.78894736842113
explosive,17.8483,327.8884210526316
and,6.47161,297.8516666666667
if,11.0908,289.6015789473684
they,3.57741,351.88368421052627
were,5.54656,284.4536842105264
hit,10.1291,270.7294444444444
the,3.04049,269.2016666666666
John,13.277,282.4226315789474
Harvey,17.6471,306.5484210526315
would,9.05431,278.6473684210526
likely,8.52093,266.4947368421052
be,3.00773,276.08736842105264
blown,17.3464,269.5494736842105
up,3.54835,287.5884210526316
with,5.32466,313.90684210526314
her,8.15818,298.45842105263165
own,6.73554,247.67157894736843
ammo,17.2827,265.4605263157895
and,2.96339,292.0563157894737
whatever,14.3897,305.5647368421053
else,14.3676,279.0511764705883
it,9.4241,275.81999999999994
was,5.27862,247.67736842105262
that,7.3037,262.35947368421046
she,8.98305,320.0766666666667
Which,12.3688,308.72736842105263
was,5.04122,278.14
poison,15.3129,290.99666666666667
It,5.65274,303.4994444444444
had,8.29647,298.5310526315789
required,13.7142,310.0
the,8.40633,264.84157894736836
approval,12.7837,332.79611111111103
of,1.98178,278.49210526315784
President,10.8926,294.1221052631579
Franklin,15.3547,326.4268421052631
Roosevelt,17.0467,379.29166666666674
before,10.3977,340.7066666666667
the,1.94567,347.2763157894737
John,13.5831,295.288947368421
Harvey,17.6471,296.0136842105263
could,9.65315,311.7615789473685
be,2.84842,255.04999999999998
loaded,17.2017,260.3047368421053
with,3.96339,298.67611111111114
100,11.8969,294.90473684210525
tons,14.2166,355.70631578947365
of,2.69066,265.11368421052634
mustard,17.7309,314.4452631578947
gas,13.2544,344.0726315789473
and,4.56899,333.9094736842106
dispatched,15.6499,329.5331578947369
to,6.77228,307.8894736842105
the,4.48029,291.6236842105263
Italian,15.0911,307.66631578947374
For,6.51944,292.87833333333333
in,8.47724,309.60368421052635
a,4.48337,283.63789473684216
world,11.5182,277.1463157894737
as,6.65668,255.14842105263162
yet,9.78424,259.3233333333333
with,7.28026,358.9568421052632
the,2.4866,275.1073684210526
horrors,16.8846,291.72789473684213
of,2.96339,301.405
the,3.44768,260.7178947368422
poison,14.9216,359.09526315789475
gas,15.0745,330.7972222222222
was,8.49581,283.61157894736834
still,7.84206,317.31333333333333
regarded,10.8283,248.5157894736842
as,0.656064,278.78526315789475
the,4.17615,255.03166666666664
ultimate,12.5616,285.0700000000001
in,6.79929,247.3547368421053
Throughout,13.9465,325.5433333333333
the,1.39681,283.66210526315786
early,11.1756,314.4716666666667
years,5.42277,291.3789473684211
of,3.98241,261.81105263157895
World,12.6186,272.2789473684211
War,1.39681,255.0752631578948
reports,12.2238,309.05
persisted,18.2656,320.0115789473685
that,7.60285,312.47315789473686
the,3.74836,272.7615789473684
powers,15.6365,280.4421052631579
had,9.15054,276.8421052631579
used,12.4552,298.0957894736842
gas --,11.430715,311.59315789473686
Germany,15.4718,361.6922222222222
in,6.80799,308.94
Japan,12.9167,341.9521052631579
in,6.85621,277.7284210526316
China,9.53793,324.5361111111112
They,6.88914,331.33315789473687
were,4.75055,289.2884210526316
always,13.7883,263.6088235294118
people,10.8873,342.15000000000003
in,4.62898,260.70052631578943
America,10.1234,295.8757894736842
were,10.1086,271.62578947368416
warning,14.2232,292.31894736842105
the,7.1956,272.84473684210525
Pentagon,9.76507,321.0294444444444
to,5.81508,292.41421052631574
be,5.59389,291.881052631579
prepared,10.2604,319.2878947368421
against,11.6438,286.0105263157895
gas,13.9394,412.03473684210525
attacks,14.8984,370.36499999999995
by,3.48424,302.67473684210523
the,2.00773,285.3178947368421
Germans,14.2354,303.73315789473685
in,6.71372,263.60421052631585
future,10.147,305.64473684210526
Some,7.04808,283.95105263157893
went,12.2238,310.50263157894733
so,7.15278,276.95947368421054
far,1.42276,268.31894736842105
as,1.68939,271.89473684210526
to,1.78198,248.65263157894734
urge,12.6754,247.34368421052625
our,5.93287,251.23631578947368
using,12.5874,274.77684210526314
it,5.65577,292.0989473684211
To,8.20773,265.14368421052626
silence,17.9947,268.8726315789474
to,6.14296,366.82578947368427
warn,14.5059,302.7473684210526
the,7.37889,285.91631578947374
President,11.4327,306.7105555555556
Roosevelt,9.21542,320.4657894736842
issued,12.6915,287.62421052631584
this,9.90971,281.48263157894735
statement,13.8644,310.30157894736845
for,6.85787,263.0036842105263
the,2.94963,268.00263157894733
in,7.31256,267.1694736842105
time,13.3206,330.8178947368421
to,3.54992,261.3378947368421
time,6.48886,271.511052631579
since,8.9584,276.2052631578947
the,2.07811,275.55368421052617
present,11.1835,334.14578947368415
war,13.6202,295.51421052631576
began,12.0781,323.0544444444444
there,11.3038,307.48789473684207
have,5.31523,309.9811111111111
been,0.548878,262.2436842105263
reports,12.5108,287.4405263157895
that,3.09931,271.761052631579
one,9.02796,291.7363157894738
or,6.41203,274.64631578947365
more,1.23602,305.88166666666666
of,4.38519,253.2605263157894
the,3.68939,256.1
powers,15.709,316.17473684210523
were,9.18163,283.44947368421055
seriously,14.9598,271.288947368421
contemplating,16.9162,359.3478947368421
use,12.0391,323.3615789473684
of,2.58423,292.1878947368421
gas,14.0792,294.9736842105263
or,6.4302,267.49894736842106
gases,16.747,339.4321052631578
or,8.76055,305.211052631579
other,6.13374,311.82
devices,11.7057,403.0377777777778
of,7.17983,272.4183333333333
I,7.67562,280.13157894736844
have,4.36389,282.4178947368421
been,5.42326,279.0973684210526
loath,16.3833,257.54315789473685
to,0.408925,324.7163157894737
believe,10.4452,363.8573684210525
that,1.62304,264.82444444444445
any,9.03936,249.67210526315787
even,12.3627,280.0427777777778
our,10.8057,280.4621052631578
present,14.429,320.9438888888889
could,10.3059,323.93444444444447
or,9.64562,271.84736842105264
would,12.5247,248.2947368421053
be,2.66069,250.99578947368425
willing,6.01643,280.30611111111114
to,0.458103,265.238947368421
loose,16.1299,247.0110526315789
upon,13.639,330.3468421052632
mankind,17.388,342.0870588235294
such,10.1266,302.52000000000004
terrible,16.231,290.57666666666665
and,6.42365,309.0347368421052
evidence,13.0398,386.3861111111112
that,2.1641,288.18684210526305
the,2.1459,285.42421052631585
powers,15.6365,285.89000000000004
are,8.51818,276.3715789473684
making,8.91646,272.4973684210526
significant,13.3198,334.1955555555556
indicative,17.1324,363.56
of,2.96339,351.83736842105264
such,8.57074,304.6178947368421
an,5.05852,308.7031578947369
intention,16.665,341.1336842105263
is,5.28532,330.5138888888889
being,6.58925,280.7284210526316
reported,10.6846,296.83000000000004
with,9.15869,298.5242105263158
increasing,10.306,339.3873684210526
frequency,2.42276,309.0911111111111
from,8.26276,321.0889473684211
a,4.16213,302.57
variety,10.339,269.4647368421053
of,0.1613,282.0236842105263
of,5.68218,336.0142105263158
such,8.54903,261.41315789473686
weapons,15.0343,268.381052631579
has,8.76891,289.25157894736844
been,3.10888,275.2521052631579
outlawed,17.6358,306.1905263157895
by,8.00244,270.2778947368421
the,2.89443,277.07052631578944
general,9.06747,249.47684210526322
opinion,14.2034,278.20526315789476
of,4.82304,322.9188888888889
This,7.11691,310.0673684210526
country,13.9253,294.2149999999999
has,7.32405,303.91777777777776
not,7.24255,314.07526315789465
used,12.5071,254.02166666666673
and,5.48786,270.7889473684211
I,9.31418,245.3173684210526
hope,8.04082,229.18722222222218
that,3.23123,244.9926315789474
we,7.0471,244.53789473684208
never,11.0187,265.3066666666666
will,8.73066,274.071052631579
be,2.52296,251.67947368421048
compelled,13.4885,248.28333333333336
to,0.667089,274.47157894736836
use,8.25641,247.3142105263158
I,7.67562,268.2184210526316
state,12.8875,281.90789473684214
that,7.50105,377.5735294117647
we,7.34163,336.3726315789474
shall,16.1018,250.72499999999997
under,10.668,262.5284210526316
no,10.8368,292.77947368421053
circumstances,11.1308,284.2552631578947
resort,15.2122,247.01944444444447
to,4.78152,303.95
the,4.48029,250.49947368421053
use,9.92527,296.21684210526314
of,0.95131,236.73
such,8.67786,251.58473684210526
weapons,15.0343,245.36631578947367
unless,13.1992,237.05368421052628
they,2.9093,261.1668421052632
are,2.85625,244.11263157894734
first,12.4693,273.3715789473684
used,10.7772,244.23736842105265
by,3.50128,254.25210526315786
our,10.3406,238.77947368421056
The,2.68215,264.09578947368425
following,8.17004,326.34
month,10.8554,278.33210526315787
the,6.92034,340.41315789473674
invasion,16.5623,289.5594736842105
of,2.96339,241.17263157894746
Italy,11.6243,266.9852631578947
was,8.75212,270.1273684210526
and,5.87255,316.9694736842106
Roosevelt,17.1354,286.9322222222222
gave,12.7624,291.641052631579
effect,13.6605,298.56
to,7.39646,310.13684210526316
his,7.89396,268.8726315789474
warning,14.2365,287.4636842105263
by,6.96339,294.36368421052634
to,6.40804,344.55611111111114
the,3.06681,273.1831578947369
of,3.40977,267.86058823529413
poison,13.5381,297.838947368421
gas,15.2505,263.74842105263156
in,7.29138,283.3278947368421
southern,11.5826,317.071052631579
was,9.13165,287.3942105263158
chosen,16.0165,270.02578947368414
as,8.59204,266.44105263157894
a,3.23962,254.0147368421053
not,13.1526,313.5383333333333
only,4.60175,291.0305263157895
for,5.01152,260.4678947368422
its,6.01337,246.09263157894733
but,11.1549,284.4868421052632
because,11.609,259.02555555555557
of,1.79634,245.05999999999997
its,4.95379,290.7678947368421
to,6.14167,259.0136842105263
Any,11.5225,248.4878947368421
gas,13.8147,355.82277777777773
attack,14.2649,263.2277777777778
would,9.45389,268.68
be,2.66069,256.5457894736842
It,5.65274,287.32789473684215
would,5.41842,288.8688888888889
be,1.84905,271.14526315789476
made,6.90591,264.46210526315787
in,5.42277,245.4652631578947
three,10.0818,249.4873684210526
waves --,12.740995,281.5964705882353
the,4.27194,290.96421052631575
first,7.19095,275.27684210526314
to,5.7055,296.38894736842104
lay,14.2913,241.85000000000002
down,5.96339,258.8368421052632
a,5.53875,262.2868421052632
the,6.61661,390.6278947368421
second,9.49851,252.3589473684211
to,6.4639,271.70947368421054
drop,10.1113,251.42263157894732
the,2.18481,268.3673684210527
gas,11.204,240.64105263157887
the,6.52863,289.8777777777778
third,9.62217,264.9955555555555
to,7.25726,249.02736842105264
which,16.0936,399.5563157894736
would,8.43196,293.6522222222222
burn,18.5764,269.9588235294118
everything,13.2463,303.0742105263158
So,8.01712,270.22947368421063
the,3.23006,269.18105263157895
cargo,14.781,292.6447368421052
went,12.299,268.7026315789473
into,4.19014,275.80999999999995
the,2.56973,237.58705882352945
hole,15.102,231.29947368421054
of,7.11948,260.33473684210526
the,3.44768,228.9721052631579
John,13.4947,257.1863157894737
A,5.74117,288.5931578947368
of,5.85588,285.1247368421053
six,9.91089,256.2526315789474
men,13.7488,275.0115789473684
from,8.38965,238.43263157894742
the,2.66554,243.88789473684216
Chemical,13.8801,359.5827777777778
Company,15.5201,335.9315789473685
under,10.2828,271.04631578947374
First,13.9737,267.05
Lt.,18.1145,256.3816666666667
Howard,13.1034,365.6738888888889
D.,14.1659,293.9278947368421
went,13.1339,322.1952631578947
followed,13.8147,296.1644444444444
by,2.55926,272.8294736842105
Lt.,17.7017,248.74894736842103
Thomas,11.5225,281.97789473684213
H.,5.16726,300.70368421052643
the,7.14316,313.7442105263158
Security,15.5856,317.8152941176471
was,9.13165,264.54499999999996
Only,9.80304,272.54368421052624
a,2.8189,251.09157894736845
few,2.36635,241.3521052631579
other,7.62244,227.01684210526315
people --,7.52858,241.4547368421053
very,11.0924,272.0421052631579
important,5.89751,275.20684210526315
people --,7.404565,289.5757894736842
knew,15.1588,288.6457894736842
of,6.54835,246.29052631578944
the,3.44768,245.81842105263155
eggs,14.5176,340.74399999999997
below,13.8147,323.3236842105263
No,9.0991,257.2947368421053
one,2.25348,287.42368421052623
else,10.3823,250.97631578947366
must,12.2376,258.6431578947369
in,5.79104,291.0410526315789
the,3.40355,275.92894736842106
way --,11.57118,429.34562500000004
in,6.00062,325.26578947368415
the,3.62131,282.00842105263155
way,8.63595,264.94000000000005
of,1.13559,281.42842105263156
the,3.51755,247.5963157894737
right,9.07387,255.55842105263156
hand,10.0714,312.89947368421053
that,6.11594,304.1657894736842
knows,12.8752,298.1452631578947
and,6.66926,297.1752631578948
the,4.5622,274.32842105263154
left,14.1511,276.3584210526316
that,7.8786,272.6268421052632
does,8.66126,273.3826315789473
not --,6.725735,274.2261111111111
was,7.18841,312.2527777777778
the,4.87762,313.09631578947364
stage,13.6356,271.5473684210527
set,7.42806,275.53000000000003
for,4.95354,259.17157894736846
tragedy,16.6853,290.5231578947368
at,8.38977,278.6336842105263
Franklin,15.5374,409.20043478260874
D.,14.0624,307.3040909090909
Lee,14.1856,261.55000000000007
proved,14.5065,340.60695652173916
a,3.31094,347.64500000000004
man,10.1141,320.42695652173916
of,8.87995,268.7213043478261
prompt,15.9757,252.3404347826087
action,12.5269,293.045652173913
when,10.5934,247.75434782608698
Mrs.,11.5408,269.31782608695653
accompanied,15.7422,393.6363636363636
by,0.548871,294.6173913043478
a,1.76977,266.47565217391303
visited,14.817,299.135652173913
him,11.3206,245.7395652173913
in,4.92908,263.70347826086953
several,13.3206,399.0960869565218
months,4.95375,293.7795454545454
ago,3.39681,259.9995652173913
as,7.44916,238.76000000000005
a,3.23962,250.37304347826085
prospective,16.1128,282.7677272727273
Lee,14.2223,277.2665217391304
asked,12.9846,280.7004347826088
her,11.7545,306.10999999999996
to,6.37471,283.52086956521737
lie,13.4934,361.8572727272727
down,4.06532,320.54318181818184
on,5.68287,270.1121739130434
a,4.17188,265.325652173913
bed,14.1361,231.4456521739131
and,5.28532,245.04652173913038
remove,15.5186,257.5077272727274
her,11.352,234.24954545454548
by,5.90879,245.89590909090904
squeezing,17.8491,285.7530434782608
her,11.2104,264.36000000000007
foot,8.80871,259.93304347826086
three,11.2602,285.89478260869566
he,11.7415,249.75434782608698
came,12.229,239.9004347826087
up --,7.39209,242.93565217391307
with,7.50976,328.31913043478255
a,3.61967,258.7578260869566
different,10.0144,271.6121739130435
diagnosis,16.6837,317.3665217391304
with,8.38623,299.06260869565216
each,8.72833,284.4704545454546
She,8.86122,297.3230434782609
had --,10.445644999999999,266.98304347826087
he,7.58365,292.6991304347826
informed,15.1666,378.8631818181817
her --,9.818325,317.99826086956523
kidney,16.6083,355.80565217391313
and,5.61427,352.52181818181816
a,6.45145,273.6926086956522
severe,10.4328,278.52826086956526
female,15.513,275.10181818181815
explained,15.0257,314.82217391304357
that,2.75455,274.7073913043478
he,5.49292,271.89434782608697
could,5.39383,267.56217391304347
these,13.2966,326.0673913043478
from,7.75374,295.1760869565218
squeezing,18.1642,268.10347826086957
her,11.2104,255.7363636363636
foot,8.80871,277.99652173913046
because,6.28532,283.9860869565218
all,11.969,255.29086956521738
of,4.0087,263.96565217391304
the,2.24839,238.21304347826086
nervous,15.2702,241.5836363636364
system,11.8382,256.9095652173913
was,6.19602,348.49434782608694
connected,13.5624,378.2552173913043
to,2.18479,281.94000000000005
He,5.6328,294.2668181818181
knew,11.4407,302.3560869565217
just,10.9952,274.46434782608696
the,5.24268,291.2038095238095
thing,12.3438,301.32608695652175
for,6.81255,246.6291304347826
her --,9.0693,256.61391304347825
a,4.65418,262.74086956521745
treatment,15.6976,284.9813043478261
from,7.77074,295.254347826087
his,6.11532,276.1752173913043
light,12.3068,350.2121739130435
ozone,15.2571,326.4259090909091
As,6.95063,277.5308695652174
he,7.7322,273.77434782608697
applied,15.2401,267.9540909090909
the,8.1362,282.6882608695652
extending,15.7234,378.0695454545455
from,8.73329,362.35499999999996
the,2.66554,306.5839130434782
machine --,9.23358,343.1195454545455
which,5.64389,321.2672727272727
consisted,16.8292,352.77750000000003
of,0.667089,310.17391304347825
seven,13.4501,309.1656521739131
differently,16.0871,287.49434782608694
colored,17.921,354.0030434782608
on,8.28872,351.70142857142855
a,4.63228,298.0126086956522
base --,10.452255,346.2813043478261
to,5.76756,319.9247826086957
the,3.83704,337.8973913043478
supposedly,17.3632,299.78363636363633
portions,16.2011,372.494347826087
of,0.506719,309.23478260869564
Mrs.,15.8165,263.46608695652174
Lee,14.5766,288.67043478260877
kept,13.9567,270.4030434782608
up,4.44845,275.59999999999997
a,5.45086,254.33739130434785
steady,11.9892,253.39130434782618
stream,2.74469,291.6426086956522
of,1.68939,271.51652173913044
the,5.35522,255.4482608695652
ozone,14.0841,266.9239130434783
from,9.00264,283.6969565217392
his,6.11532,286.5404347826087
machine,10.0762,297.7373913043478
would,8.35571,334.5291304347826
cure,17.5958,291.03999999999996
practically,16.1185,288.96956521739133
he,11.7415,301.7756521739131
assured,16.1208,259.0304347826087
Did,13.1034,283.86086956521734
she,12.3526,257.1291304347826
he,11.855,265.78818181818184
why,13.0246,297.5421739130434
the,2.78021,264.4269565217392
colors,16.84,277.3904347826086
of,4.77074,277.34478260869565
the,3.44768,260.60391304347826
were,8.8374,263.675
important,13.2954,252.19045454545457
to,3.57311,248.41347826086957
The,2.68215,253.40434782608693
human,14.5389,331.2418181818182
body --,8.241465,275.90521739130435
he,7.58365,299.62652173913045
pointed,12.3116,273.2452173913043
for,6.89114,246.86608695652174
example --,9.6044,279.3439130434782
required,13.8873,283.574347826087
33,14.6923,272.1630434782608
units,12.8943,311.03000000000003
of,3.39282,264.4047826086957
blue,14.9128,249.24909090909088
For,6.51944,246.12173913043483
that,9.18764,245.90173913043472
he,11.8232,281.24260869565217
informed,15.0841,262.53695652173917
the,6.52863,241.30478260869566
Lord,16.6525,254.65304347826088
made,11.1679,261.71608695652174
the,4.21242,274.56
sky,15.0201,288.7991304347826
Continuing,20.2982,273.81434782608704
in,5.9754,361.612380952381
this,8.9424,312.7739130434783
he,11.651,263.9552173913044
to,5.32966,253.82130434782607
comfort,16.731,254.49869565217395
you,14.1723,250.4478260869565
This,7.11691,271.8652173913043
machine,13.5933,278.67304347826087
will,6.65028,276.1852173913044
cure,17.6395,268.1521739130435
your,12.2434,242.49652173913043
Mrs.,10.7863,365.2460869565217
practically,16.079,354.34782608695656
tell,14.4629,279.90478260869565
me,7.89413,239.16217391304355
I,11.7187,241.4978260869565
had,6.34918,227.48086956521738
have,8.28852,258.56608695652176
all,10.5032,285.6773913043478
But,4.58894,245.92999999999992
as,6.19867,257.06695652173914
long,7.38338,273.3904347826087
as,0.105505,265.59130434782605
you,5.33989,267.53521739130423
can,4.43227,230.06869565217394
have,7.43421,254.66260869565212
treatment,14.7726,248.5113043478261
from,7.77074,284.80478260869563
my,10.9557,256.58608695652174
machine,13.1419,245.31826086956528
you,11.7528,263.175652173913
have,4.83519,251.56869565217391
nothing,13.7336,249.46565217391304
to,3.1947,255.16347826086954
worry,11.2471,239.83652173913052
I,13.3611,275.11652173913046
once,12.937,270.1908695652174
used,7.49637,272.3173913043478
this,9.95774,275.7213043478261
machine,10.5967,246.12869565217392
to,4.57711,260.9665217391304
cure,12.547,241.0257142857143
a,7.91134,267.1177272727272
woman,9.68405,266.14136363636356
with,6.48578,249.0369565217392
97,16.0521,254.9421739130434
pounds,14.8705,327.87043478260875
of,4.57989,268.4917391304348
cancer,10.4054,268.11652173913046
in,5.39986,298.58782608695645
her,9.18687,258.74434782608694
He,5.6328,270.00652173913045
urged,11.4407,263.46217391304344
her,11.382,280.05391304347825
to,6.37471,250.21086956521734
buy,6.8628,262.1469565217391
one,8.34758,268.435
of,3.00773,231.8417391304348
his,4.7405,234.61086956521743
machines --,10.91807,251.884347826087
for,6.40693,254.39217391304354
When,7.73621,248.22954545454547
she,9.66075,265.03999999999996
said,5.86836,266.28739130434786
that,4.13687,256.0573913043478
she,8.79695,258.59304347826094
have,8.7866,264.48956521739126
the,6.23824,237.3221739130434
he,11.7935,273.7321739130434
said,7.01479,244.94217391304355
that,4.31097,245.53173913043477
she,8.79695,242.2808695652174
could,5.98666,243.46434782608696
come,9.21696,245.7908695652174
in,3.55595,238.25652173913045
