word,surprisal,avg_rt
for,10.9894,260.00565217391306
treatment,12.8633,244.19086956521735
with,8.61845,266.8709090909091
his,6.26318,261.4695652173913
office,7.69309,250.32304347826087
model,14.3774,253.78347826086957
until,11.1783,271.40999999999997
she,9.96901,324.9609090909091
was,4.08842,277.95086956521743
ready,11.9738,247.5330434782609
to,1.22758,236.40521739130438
buy,6.82096,245.0078260869565
He,5.6328,239.5090909090909
then,9.04607,263.67954545454546
sold,8.30781,274.80347826086955
her,11.7619,268.0404347826087
minerals,16.2578,250.16434782608695
to,6.88506,324.48391304347825
cure,12.156,286.8013043478261
her,11.5517,256.2482608695652
kidney,15.811,251.8263636363636
a,7.4168,287.57391304347834
can,10.9239,263.1634782608695
of,7.55054,275.7554545454546
make,14.4836,294.0513043478261
her,8.80099,314.50304347826096
look,12.8006,243.4491304347826
like,4.5244,279.63565217391306
a,3.59269,260.57304347826084
girl,15.9047,247.4426086956521
and,5.48786,301.4452173913043
an,7.28809,259.6282608695652
application,10.8285,320.16636363636366
of,4.06532,271.964347826087
plain,15.7954,271.23521739130445
mud,17.3719,340.7695652173914
to,3.96339,295.9685714285714
take,6.96535,248.17913043478265
her,8.68394,297.57130434782607
Lee,14.6762,236.41681818181817
renewed,14.5065,283.6271428571428
his,9.7598,310.8178260869565
pressure,13.2291,319.07478260869567
on,2.07074,288.94727272727266
Mrs.,14.1043,295.1530434782609
to,6.60467,279.4281818181818
buy,6.96698,250.27347826086955
his,10.2646,274.26913043478265
machine,9.93691,310.411304347826
when,10.4147,251.84238095238098
she,6.18249,244.83869565217398
visited,15.7526,252.72782608695653
him,11.3206,239.3630434782608
the,5.08921,235.65521739130435
next,9.02849,245.36260869565217
After,8.01712,242.24565217391302
another,9.17773,232.51391304347834
treatment,13.4654,255.7326086956522
with,8.61845,264.8473913043478
the,3.04449,265.0539130434782
he,11.9044,256.86090909090905
told,8.45041,224.24565217391302
her,5.62101,236.92863636363643
that,7.6907,228.3586956521739
entire,15.7531,271.47869565217394
body,14.7194,291.97173913043474
was,8.47902,244.4895652173913
shot,10.9958,240.09000000000003
through,10.6585,255.75826086956525
with,8.91104,270.19272727272715
tumors,17.8139,295.1595454545455
and,6.6347,288.30136363636365
He,5.6328,253.515652173913
then,9.04607,287.04347826086956
sold,8.30781,280.49478260869563
her,11.7619,237.6565217391304
some,10.1178,267.36391304347825
that,5.28075,312.55652173913046
he,4.74284,256.3334782608695
asserted,12.9178,276.14782608695657
would,9.76295,324.872380952381
take,7.30203,291.98043478260865
care,6.75944,247.85913043478263
of,1.71874,239.51565217391303
the,3.00773,224.56521739130432
tumors,18.2445,259.6213043478261
and,6.6347,268.4204347826086
until,13.182,247.04347826086956
she,9.96901,257.3595652173913
could,5.86836,240.88304347826087
collect,16.7815,257.8243478260869
the,7.22213,250.61782608695648
money,9.29445,238.45521739130436
for,5.13142,227.79869565217388
buying,14.5435,240.69739130434778
his,10.0991,240.94
When,7.73621,253.13217391304343
she,9.66075,254.29347826086965
submitted,15.2665,251.92565217391297
to,3.78909,247.7990909090909
his,8.16522,241.41954545454553
treatment,13.8682,253.92608695652174
with,8.61845,269.3478260869566
the,3.04449,251.69608695652175
Mrs.,15.683,286.2213043478261
felt,13.5913,239.54434782608695
intense,15.378,246.87272727272727
Mrs.,16.2061,271.47521739130434
hurried,17.54,246.3278260869565
over,9.79886,274.3860869565218
to,6.21065,233.66130434782605
her,10.6658,248.9930434782609
family,7.94752,268.00869565217386
who,9.34089,267.3308695652175
treated,16.7245,269.6104347826087
her,11.241,253.0086956521739
for,10.5141,266.4513043478261
burned,16.1524,265.0426086956522
For,6.51944,280.79391304347826
several,7.43198,305.79304347826087
she,12.9535,248.1731818181818
was,4.08842,252.915
ill,16.0394,243.60636363636365
as,8.27699,252.95173913043476
a,3.23962,250.49695652173915
result,3.29311,257.5817391304348
of,0.303958,239.13478260869567
Mrs.,10.7863,269.4252173913043
never,15.9277,294.36782608695654
got,12.4011,247.95545454545453
around,11.7533,229.79130434782613
to,6.51884,263.014347826087
joining,14.2291,235.1582608695652
the,2.70835,261.9626086956522
thousand,16.3932,279.3300000000001
or,8.96538,276.5117391304348
so,5.94545,275.4291304347826
people,11.4406,250.35739130434783
who,4.16905,264.9560869565217
paid,12.287,266.09
Lee,14.5959,291.11956521739125
some,10.2629,253.83695652173913
for,5.28075,456.7504761904761
his,6.80621,297.2073913043478
ozone,15.553,310.58478260869566
For,6.51944,275.71434782608696
Mrs.,15.0783,256.7704545454546
who,5.87255,262.61904761904765
had,4.98518,276.12217391304347
been,3.15332,268.6827272727273
given,8.58041,263.2034782608696
a,1.98178,282.31260869565216
clean,15.6034,249.03391304347832
bill,12.0116,260.5195652173913
of,8.12833,269.78000000000003
health,10.7096,283.19608695652175
by,8.63977,255.8878260869566
her,12.1023,236.28434782608696
own,6.73554,232.37652173913042
physician,15.4352,274.495652173913
at,8.24212,261.34956521739133
the,2.50944,263.7665217391305
time,4.85975,245.1986956521739
she,10.0891,244.03782608695653
visited,15.5766,246.95565217391302
Lee --,11.456505,257.03826086956525
and,3.88588,328.67999999999995
her,9.67992,246.5960869565217
friend,14.7639,250.30347826086955
were,9.51955,243.00454545454542
agents,14.1219,305.40000000000003
for,7.05085,316.7577272727272
the,2.94963,272.574347826087
California,10.9228,286.45695652173913
Food,14.9079,341.9447826086956
and,2.05913,267.6091304347827
Drug,0.34293,284.0486956521739
And,6.26392,321.7926086956522
she,7.6867,271.4634782608696
felt,14.0314,273.2826086956522
amply,17.7813,263.4965217391304
rewarded,17.4378,324.8481818181818
for,7.45416,308.80227272727274
her,9.63995,288.04999999999995
suffering,15.1949,284.055652173913
when,10.0301,306.3752173913044
the,2.68845,278.3434782608696
evidence,11.7564,267.7526086956522
of,2.48988,306.91304347826093
quack,17.3968,266.3313636363636
gathered,15.1246,437.1852173913044
by,8.09942,342.4121739130435
the,2.89443,253.56478260869565
tape,16.9962,253.55434782608697
recorder,16.484,286.7286363636364
under,10.4063,299.4317391304347
her,12.364,290.77086956521737
proved,14.3733,316.2395454545454
adequate,14.8225,386.82409090909096
in,6.76428,290.21
court,9.87185,261.04826086956524
for,7.1546,288.05782608695654
Franklin,15.6093,292.83086956521737
D.,14.0624,314.09608695652173
The,2.68215,275.4142857142857
violation,14.8828,301.3454545454546
of,1.34292,323.4352173913044
the,1.28341,242.2786956521739
California,8.50153,246.34478260869565
Medical,15.2887,267.81086956521744
Practices,17.4153,286.67217391304354
Act,2.96339,300.5308695652174
by,8.78584,278.3104347826087
practicing,16.696,279.67
medicine,15.9473,332.7131818181818
without,11.1645,260.78695652173906
a,3.39566,267.835652173913
license,11.9061,261.0878260869566
and,6.76596,253.07173913043476
selling,10.4645,232.19826086956516
The,2.68215,264.98086956521746
360,16.7165,305.92045454545456
confinement,17.1324,382.8847619047619
in,6.71775,315.3434782608696
the,2.68569,251.36434782608697
county,14.1137,272.9230434782609
A,5.74117,360.59368421052636
may,9.81676,316.47777777777776
be,2.27227,284.22157894736836
started,12.7004,285.6361111111112
by,8.80888,293.9288888888889
a,4.19672,269.1066666666667
sea,14.1465,288.91833333333335
bottom,16.3073,314.05578947368423
an,9.51068,321.1847368421052
earthquake,8.36003,351.7552631578947
or,7.77915,289.538947368421
a,5.45197,280.30947368421056
The,2.68215,277.1522222222222
most,7.98176,349.77631578947364
infamous,11.2893,331.3041176470588
of,6.92044,338.83947368421053
all,7.66035,275.6366666666666
was,11.6362,267.4277777777777
launched,10.2661,331.24315789473695
by,4.98174,271.1478947368421
the,2.89443,287.49
explosion,16.9962,344.93052631578945
of,4.77074,295.82944444444445
the,3.44768,271.6236842105263
island,12.4541,305.53444444444443
of,3.11996,273.06105263157895
in,6.16281,419.2789473684211
it,9.98576,396.94705882352946
across,11.8486,369.6952631578948
the,0.506734,289.3142105263158
Pacific,12.1623,355.0436842105263
at,8.77611,260.2394736842105
300,13.5132,348.18052631578945
miles,5.50589,321.74157894736845
an,4.71148,281.3047368421052
devastated,17.0957,395.7216666666667
the,3.54835,358.28999999999996
of,3.79466,320.47157894736847
and,3.65207,286.1888888888889
with,7.6486,362.05055555555555
waves,16.6797,365.58666666666664
100,12.9443,329.1005555555555
to,5.33454,342.37187499999993
130,13.5662,391.0738888888889
feet,13.6126,380.2042105263158
and,5.48786,329.2263157894737
the,6.16037,316.3136842105264
shore,18.0862,304.36833333333334
as,8.48637,295.1563157894737
far,7.84252,270.3231578947369
away,4.32966,301.1336842105263
as,1.68939,294.3472222222221
San,13.5717,304.16105263157897
The,2.68215,321.1361111111111
ancient,18.2344,382.077894736842
recorded,15.5201,311.5458823529412
several,11.6457,347.1505263157895
catastrophic,16.0021,452.4541176470588
by,7.45831,449.84777777777776
huge,13.7792,353.49368421052634
Whether,12.5747,334.5638888888889
or,5.28532,290.6978947368421
not,7.03533,266.8905263157895
tale,15.15,316.3710526315789
of,0.754758,312.7073684210526
the,3.42277,297.5515789473684
lost,12.4541,298.1457894736842
continent,17.2423,335.23157894736846
of,6.898,358.48421052631585
Atlantis,16.7115,351.69388888888886
is,7.68302,342.50999999999993
skeptics,17.0433,373.2463157894737
concede,15.4198,396.74736842105267
that,0.494261,365.5968421052632
the,3.83016,307.2757894736842
may,9.91622,324.6468421052631
have,4.51023,288.1315789473684
some,8.58249,339.4121052631579
foundation,15.9657,313.26526315789476
in,6.75192,303.4357894736842
a,4.48337,289.27052631578954
great,9.48961,289.31947368421055
of,5.83894,311.18947368421044
ancient,17.6237,349.78368421052636
a,7.21373,309.41736842105263
tremendously,15.7172,413.32833333333326
destructive,17.4039,396.83684210526314
that,7.50105,329.29631578947374
arose,16.5297,378.11315789473684
in,4.54835,314.43631578947367
the,2.68569,272.1805263157895
Arabian,18.908,342.5631578947369
Sea,14.9075,324.5663157894736
in,7.34488,303.5494444444444
has,9.70665,375.69421052631577
even,9.81287,338.53421052631575
revived,16.2321,350.0031578947369
the,7.23651,390.195
interest,11.3481,336.0473684210526
of,6.34678,332.6394736842105
and,4.34672,356.37263157894733
in,7.63131,363.4933333333333
the,2.4935,287.6868421052632
story,13.4241,352.2363157894738
of,3.82396,286.2226315789474
the,3.59269,271.9405263157895
One,7.38749,335.3931578947369
of,2.39247,297.0584210526316
the,0.823868,272.7588888888888
most,5.58934,336.3415789473684
damaging,16.1362,273.99105263157907
on,7.28026,293.1278947368421
record,13.8445,345.08736842105264
followed,13.2084,351.6431578947368
the,4.13899,297.7972222222222
famous,12.4229,278.24368421052634
earthquake,12.2238,418.05210526315796
of,6.6256,340.77578947368426
November,13.1971,310.4436842105263
its,9.29849,425.4117647058823
waves,16.3736,385.7710526315789
persisted,17.5484,401.43999999999994
for,7.45968,344.60473684210524
a,4.10541,286.90526315789464
week,8.63451,286.5068421052632
and,6.51632,289.22473684210524
were,9.69531,316.91315789473686
felt,13.9156,316.20368421052643
as,7.5781,310.9994736842105
far,7.84252,290.2363157894737
away,4.32966,346.13052631578944
as,1.68939,272.3984210526316
the,4.02566,276.3884210526316
English,16.7011,308.86210526315784
are,6.60467,305.1931578947368
in,5.80341,308.65777777777777
the,3.04098,277.49368421052634
Atlantic,11.159,307.5773684210526
they,15.5201,330.2084210526316
are,4.31106,338.0063157894736
far,6.9514,326.74894736842106
more,1.40894,286.02684210526326
common,10.8062,361.82888888888897
in,5.66053,277.8636842105263
the,2.68569,254.06789473684205
Japan,10.0119,299.5327777777778
has,3.98904,317.37052631578945
had,6.68001,290.82894736842104
15,13.0696,290.4472222222222
destructive,18.2849,355.18631578947367
ones,13.2027,317.5126315789474
of,5.83894,350.39421052631576
them,8.35846,288.1663157894737
since,10.7009,367.83947368421053
The,2.68215,342.32888888888897
Hawaiian,17.7505,360.21444444444444
Islands,17.5181,388.2950000000001
are,8.47785,278.8878947368421
struck,14.8966,315.8563157894737
severely,15.5052,314.02842105263153
an,9.46922,349.3544444444444
average,5.95284,366.45250000000004
of,1.44111,287.75117647058823
once,12.8715,315.62722222222214
every,7.49637,325.3577777777777
25,12.6278,297.60111111111115
In,4.57937,284.01526315789476
an,10.4233,357.5968421052632
earthquake,8.36003,332.0031578947369
in,4.81652,321.23526315789474
Japan,7.62997,315.05210526315784
generated,15.9125,352.8955555555556
waves,16.0565,288.36999999999995
so,10.9288,274.5294736842106
huge,9.22951,261.60999999999996
that,8.39337,296.4926315789473
they,5.60022,242.91
piled,18.6751,273.89
into,9.71739,282.5126315789474
the,2.33354,292.7315789473684
Inland,18.2198,315.685294117647
one,10.8521,391.80105263157895
wave,15.0579,343.26526315789476
swamped,18.3864,330.95333333333326
more,9.69099,336.9533333333333
than,2.46651,286.73526315789474
"1,000",8.33933,329.2921052631579
ships,14.4671,328.25000000000006
and,3.92034,301.1947368421052
boats,15.5186,311.31842105263166
in,6.85134,342.2352631578948
Osaka,13.6558,325.62736842105267
A,5.74117,305.72999999999996
in,5.99234,277.2926315789474
the,2.57667,260.9426315789474
Hawaiian,18.374,301.57894736842104
Islands,17.5181,317.1516666666666
in,6.66343,292.7126315789473
washed,17.5555,422.6133333333334
away,3.54835,338.65
an,9.02948,253.3144444444445
entire,9.84948,303.41315789473674
town,7.82137,336.9684210526316
leaving,14.0879,452.4517647058824
only,7.28532,305.1342105263158
two,5.65505,299.5410526315789
trees,13.8147,352.3433333333333
standing,14.9107,374.68315789473684
where,11.8237,314.93842105263155
the,3.04161,314.50842105263155
community,13.2906,335.62166666666667
had,9.3021,361.16421052631586
him,11.7883,326.0955
The,2.68215,276.9419047619047
room,14.4404,247.47619047619042
as,7.81476,254.88571428571427
if,8.03851,251.79749999999999
a,4.7782,248.12523809523805
giant,11.0204,273.779
hand,13.7421,246.91952380952384
had,9.53832,282.0200000000001
rocked,17.1709,329.0133333333334
A,5.74117,250.25849999999997
dull,16.9586,239.68571428571423
boom,14.4173,252.42
and,6.70432,242.39
a,5.56924,232.58428571428578
The,2.68215,282.99150000000003
walls,13.0204,279.80649999999997
the,6.52863,271.31
floor,11.5984,279.7947619047619
the,6.52863,269.7914285714285
He,5.6328,274.5536842105264
at,7.86494,283.2633333333333
the,2.11099,257.487
far,15.5379,253.71428571428572
expecting,15.4653,465.21375000000006
a,2.83701,313.025
to,6.3499,290.79800000000006
swing,16.9937,266.1325
across,12.6707,259.5585714285714
the,0.568773,250.0647619047619
He,5.6328,246.46857142857147
to,6.37048,264.34000000000003
the,3.06681,302.34333333333336
window,13.1235,279.7184999999999
and,6.30772,232.84809523809523
yanked,17.0175,294.11666666666656
at,8.16175,243.344
the,2.50944,261.16149999999993
The,2.68215,257.67600000000004
wood,15.6066,243.34499999999997
was,8.51734,253.62809523809517
the,6.8985,241.27333333333337
paint,17.5809,254.67
A,5.74117,250.24714285714288
fresh,14.7046,260.692380952381
Six,13.4642,298.4519047619048
He,5.6328,287.58095238095234
put,13.1801,287.0095
his,7.26096,301.6195238095238
head,9.93691,300.6280952380953
There,7.85717,267.4266666666667
was,3.6777,279.8590476190477
the,5.22477,278.3128571428571
slate,16.9319,276.91299999999995
roof,18.4778,284.1909523809523
of,7.08613,258.88619047619045
the,3.44768,257.29699999999997
climbed,14.2213,339.033
the,7.64419,314.33599999999996
red,12.1345,322.31047619047615
brick,15.9563,284.5361904761904
walls,15.096,286.0135
like,11.2862,294.0495238095238
a,3.25997,264.6933333333334
The,2.68215,290.68350000000004
clock,17.9721,312.1755
which,11.9029,286.9671428571429
had,10.0228,313.1171428571428
struck,15.0577,298.95714285714286
presented,14.3963,295.31789473684205
an,6.35571,303.0295
innocent,13.1458,337.67952380952386
In,4.57937,300.15999999999997
the,2.43209,301.64904761904756
kitchen,15.8467,339.3333333333333
was,9.00098,317.83857142857147
wiping,18.1872,266.97476190476186
the,7.60055,316.2638095238095
a,7.21373,333.08428571428567
tower,16.3768,329.45285714285717
and,4.06532,265.49380952380955
a,5.56924,249.0123809523809
on,7.56881,325.48857142857133
the,3.27436,295.332380952381
church,13.0702,264.0628571428572
a,7.62967,313.30699999999996
million,10.1141,333.3335
feet,15.4321,285.3676190476191
And,6.26392,296.97368421052624
the,3.07663,277.81857142857143
clock,16.8363,290.74952380952385
in,6.69128,262.139
the,2.68569,273.98476190476185
whole,11.1235,244.0121052631579
she,13.6394,354.9085714285714
say,8.28852,282.3071428571428
that,3.87545,290.71500000000003
our,10.8884,245.5680952380952
is,8.08039,298.04
one,6.59091,280.4914285714286
hundred,17.5561,270.643
and,4.65028,373.12714285714287
feet,15.7486,318.0485714285714
The,2.68215,263.697
clock,17.9721,302.12250000000006
you,11.2084,337.48473684210524
heard,14.8702,307.937619047619
strike --,11.11671,273.07550000000003
really,12.5793,308.5133333333333
the,7.17682,321.4549999999999
town,12.1345,295.0938095238095
clock --,13.25024,310.8115
was,7.18841,289.2919047619048
installed,13.5624,365.3380952380952
last,9.91594,315.3775
April,6.42105,335.887619047619
by,9.20372,294.53380952380957
Mrs.,13.8077,322.8280952380953
on,7.06961,327.2976190476191
her,8.84671,287.9757142857144
He,5.6328,301.35285714285715
and,5.71538,325.1635
sped,17.2211,343.3804761904762
He,5.6328,285.4019047619048
crossed,18.2332,289.8314285714286
Street,12.9535,349.4999999999999
to,7.32121,295.8595238095238
Orange,16.1497,314.36190476190484
The,2.68215,273.9842857142857
leaned,17.2861,332.5623809523809
while,11.3807,319.61476190476185
the,4.38857,290.31714285714287
church,12.4808,290.9380952380953
advanced,13.0109,335.3855
like,11.1521,331.175238095238
a,3.25997,261.75619047619045
creature,15.7708,402.5442857142857
in,6.75485,342.04333333333335
a,4.48337,272.30100000000004
The,2.68215,293.8666666666667
spire,18.3201,300.1890476190476
seemed,13.4682,329.8671428571429
to,1.16467,320.3895238095238
hold,9.95948,304.2014285714286
up,4.71874,299.8461904761905
the,4.17439,287.63300000000004
Port,19.0779,306.86285714285714
in,5.80341,324.3280952380953
the,3.04098,272.84368421052636
was,9.3183,286.8223809523809
the,3.35473,257.84
city,9.55848,276.13142857142856
of,5.50534,284.2405
The,2.68215,279.4671428571428
Dutch,11.9944,272.7985714285714
with,7.74514,316.07571428571435
two,8.9694,331.7547619047619
and,5.48786,293.7347619047619
its,9.52605,321.3957142857143
own,6.50534,283.73571428571427
school,13.0744,297.32666666666665
was,6.54336,335.4042857142858
on,8.20404,314.73619047619053
Main,18.4206,299.721
the,6.52863,331.46150000000006
Church,13.019,307.99368421052634
was,8.52947,358.9861904761905
one,7.17144,319.62333333333333
block,16.7787,331.9915
down,11.0062,332.9845
the,6.46964,343.8866666666667
Catholic,16.6525,416.6845
with,7.80642,339.8804761904762
an,6.0593,315.40714285714284
even,7.45912,311.7914285714285
and,5.00457,277.9442857142857
a,6.45145,298.26142857142855
cross,15.7911,275.5028571428571
on,7.94686,324.77190476190475
stood,14.2218,328.66809523809525
on,6.54835,287.7975
Ball,16.7728,280.4638095238095
The,2.68215,273.7419047619047
Catholics,17.7505,261.8180952380952
had,3.96339,340.266
the,6.13296,286.97333333333336
largest,9.79076,269.17571428571426
near,12.3396,328.54315789473685
the,1.98095,300.7695238095238
River,14.1987,317.51250000000005
where,11.6898,289.6528571428571
Main,17.7336,263.99
Street,3.54835,284.71333333333337
ran,13.721,266.1690476190476
when,9.01843,324.48952380952386
he,3.64474,366.2038095238095
passed,12.4856,367.08095238095245
these,11.7133,278.44619047619045
alien,17.0869,303.5847619047619
God,17.7839,300.1780952380953
was,8.38541,340.7809523809524
in,4.66054,311.54190476190473
the,3.27436,280.6404761904762
in,7.38821,377.8714999999999
the,2.95131,298.07238095238097
in,7.38821,299.00428571428574
the,2.95131,259.2057142857143
in,7.38821,346.61750000000006
the,2.95131,277.8780952380953
and,7.62271,288.9104761904762
in,8.14238,265.53714285714284
the,2.74083,265.2866666666666
mountains,17.4735,349.2471428571428
on,7.28026,307.2595238095238
the,2.31518,289.6895238095238
where,12.1426,316.331
must,13.3111,336.45428571428573
be,0.981775,313.1352380952381
the,7.18116,286.41523809523807
pit,15.5721,321.7
of,5.77074,292.8985714285715
which,9.01793,300.8833333333334
and,5.00457,315.5747619047619
the,4.82578,367.9100000000001
Lake,15.2248,318.94666666666666
of,7.33669,290.3735
walking,15.5322,319.2895
in,6.94391,351.95750000000004
he,12.2503,292.99571428571426
became,10.5236,299.56904761904764
familiar,14.0835,280.18050000000005
with,0.554091,280.3714285714285
who,9.27528,298.46000000000004
chiefly,17.3201,334.6590476190476
in,6.76664,339.79904761904766
Drew,18.0854,362.16999999999996
Centennial,17.3372,399.6852631578947
Church,16.5713,395.30095238095237
with,8.44281,343.932380952381
its,5.95185,341.699
high,8.46392,290.6880952380953
and,5.48786,264.24549999999994
There,7.85717,285.7590476190476
was,3.6777,270.7580952380952
no,2.55555,273.5655
church,15.6847,336.0999999999999
like,11.0161,313.66238095238094
Drew,17.5671,258.24571428571426
no,13.8147,336.997619047619
like,10.7109,298.1066666666666
who,9.26392,318.9109523809524
was,6.103,299.292380952381
intimate,15.813,308.65809523809526
with,5.54835,327.53000000000003
and,3.94743,394.43523809523805
could,9.62701,352.2309523809524
to,6.03438,384.66049999999996
To,8.20773,290.49380952380955
know,13.7282,291.4833333333333
God,15.4896,305.1635000000001
he,10.3919,310.547619047619
must,10.5236,270.1338095238096
follow,15.2149,264.93952380952385
in,7.21132,276.52095238095245
He,5.6328,269.62619047619046
was,4.8669,293.1328571428571
and,5.87255,314.6366666666666
The,2.68215,325.7085714285714
on,8.17267,368.80894736842106
their,7.51947,300.70500000000004
benches,17.8946,313.94809523809516
in,6.73901,310.59857142857146
the,2.68569,280.7209523809523
beneath,15.7868,349.78428571428583
the,1.35472,340.55380952380955
got,15.9227,317.35
to,3.94885,311.19952380952384
their,8.73356,296.6957142857143
feet,10.8557,299.6025000000001
when,10.4699,267.4795
His,8.53094,299.5928571428571
being,11.7698,284.32523809523803
and,6.60574,300.583
His,16.1719,342.4233333333333
will --,10.85531,314.7695238095238
could,10.454,410.5135
not,6.39022,292.04
divide,17.563,276.14714285714285
God,14.962,273.3665000000001
from,8.22854,292.33476190476193
his,6.11532,284.4280952380953
every,12.372,325.6635
turned,14.1723,363.98949999999996
the,5.95137,337.66571428571433
into,9.11564,306.45142857142855
a,2.82397,254.86333333333334
band,15.8721,252.8571428571429
of,2.36753,267.1280952380953
and,4.34672,302.0304761904762
the,4.90858,292.7261904761905
into,9.16388,294.412380952381
the,1.74918,296.447
to,6.2765,370.6505
have,8.28852,325.00666666666666
nine,14.3443,276.68380952380954
hundred,16.3214,267.43750000000006
and,4.65028,289.27333333333337
members,11.97,321.2252380952381
in,5.99275,291.17761904761915
our,8.52024,287.71476190476193
three,16.0913,314.4895238095238
hundred,16.301,298.8128571428572
and,4.65028,284.6909523809524
When,7.73621,323.3595238095238
went,12.5994,305.1404761904762
out,5.56191,269.0357142857142
to,4.95993,286.0766666666667
do,7.46005,245.68238095238098
often,14.2336,319.0161904761905
accompanied,15.2904,312.8509523809524
him,12.6173,305.0915
in,4.92908,279.1257142857142
the,2.47446,284.0799999999999
which,15.7868,366.91700000000003
was,8.43196,284.5333333333334
drawn,13.5722,268.52380952380946
by,8.22393,271.5876190476191
the,4.8352,317.6161904761905
new,8.84903,287.5519047619047
black,13.1194,287.53190476190474
Although,8.14477,285.95666666666665
they,7.57251,315.0185714285715
as,8.95715,319.47428571428577
far,7.92765,309.1366666666666
as,0.511956,271.75476190476195
beyond,12.8701,380.39549999999997
the,1.59482,285.6171428571428
Erie,18.0579,278.24999999999994
and,5.48786,298.9978947368421
the,4.67574,326.15200000000004
machine,11.4596,293.94380952380953
and,5.48786,274.07714285714286
along,12.2241,277.76428571428573
the,2.37402,261.12428571428575
Delaware,14.9629,298.8652380952381
and,6.13332,323.3014285714286
Hudson,15.6423,286.5342857142858
and,5.48786,302.0190476190477
to,6.02935,310.0680952380952
below,14.9319,271.6376190476191
Point,17.946,265.9390476190476
he,11.7415,293.70523809523814
could,5.83807,275.3971428571428
see,7.1988,258.76571428571424
the,3.74469,270.7404761904762
church,12.5484,264.93523809523805
spire,17.4838,256.3219047619047
wherever,16.4855,285.8266666666667
he,10.4215,284.4725
looked,14.7549,318.64380952380947
Sometimes,12.1887,284.4100000000001
they,6.02683,279.7880952380952
went,10.5352,250.59380952380948
south,16.0803,265.8642857142857
and,6.95143,263.08666666666664
rolled,15.5186,274.23
past,13.5905,265.45952380952383
the,6.25476,236.66714285714284
and,6.81849,345.10238095238094
crossed,16.5189,325.0680952380952
the,2.57989,281.18428571428575
suspension,12.7837,319.01761904761906
bridge,15.1425,296.2376190476191
to,6.97247,267.6328571428572
that,7.26429,398.6261904761906
was,6.68969,284.79
In,4.57937,273.6695238095238
the,2.43209,269.87142857142857
Delaware,15.8467,285.3795238095238
three,15.5201,299.32904761904757
long,13.0098,284.9404761904762
islands,17.4309,267.1157142857143
were,4.54835,298.99857142857144
with,7.5101,278.3538095238095
trees,14.0062,305.7580952380952
and,6.91404,296.34238095238095
South,10.9926,303.6419047619048
of,8.44757,288.8847619047619
Laurel,16.7115,260.0268421052632
Grove,17.5768,298.502
and,5.48786,316.51142857142855
below,13.931,287.6238095238096
the,2.24839,287.48190476190473
of,3.79466,269.2965
the,2.54924,250.08952380952383
and,4.79597,321.78238095238095
the,3.43507,276.3776190476191
was,9.1012,294.745
the,3.35473,306.0190476190476
from,10.028,318.83238095238096
which,10.5556,312.68904761904764
could,10.3059,288.05000000000007
spy,16.1996,288.0994999999999
New,11.5411,301.0
Jersey,3.9763,320.99950000000007
and,5.5395,295.2166666666666
as,8.81677,313.7280952380953
well,6.74469,291.71142857142854
as,0.731377,279.787
New,11.89,265.6328571428572
simply,12.2342,295.5
by,8.73157,263.93
around,10.3993,301.7442857142857
on,8.32431,298.40571428571434
his,7.06285,304.2166666666666
On,7.6318,337.61476190476196
these,12.6557,334.97666666666663
instructed,16.5586,283.218
him,4.28532,273.83714285714285
on,7.57669,275.48999999999995
chief,15.7949,269.582
which,15.5201,353.6366666666666
was,8.43196,319.07349999999997
his,10.2759,296.1157142857142
duty,14.8707,300.62857142857143
to,6.35571,264.777619047619
God,14.2291,261.3680952380953
and,6.27849,318.9261904761904
his,7.58896,276.82761904761907
own,5.67829,262.35142857142847
a,7.21373,289.31047619047627
lively,15.6081,314.6480952380952
eyes,14.5487,288.178
might,11.1515,320.2504761904761
They,6.88914,373.87523809523816
were,4.75055,298.3023809523809
west,17.7281,267.5295238095238
of,1.84292,278.6090476190476
the,3.44768,254.9790476190476
but,11.0409,382.8852631578947
only,7.83045,342.05333333333334
God,11.5744,316.94857142857137
knew,14.2887,312.205
For,6.51944,297.46761904761905
three,10.6915,304.3289999999999
their,9.26993,320.3019047619048
had,11.2097,363.2355
up,8.81177,319.95047619047625
a,4.76056,296.89523809523814
blazing,18.4352,313.00449999999995
valley,17.3924,315.42142857142863
as,8.25418,307.1271428571428
flat,14.0093,313.2842857142857
and,6.25796,294.44380952380953
as,8.81677,343.78380952380957
a,2.67587,318.0304761904762
dead,13.5604,389.97190476190474
glare,17.1919,361.4628571428571
their,9.26993,374.0478947368421
an,9.7015,374.9223809523809
angry,13.234,366.2925
air,13.5413,404.3866666666666
their,9.26993,408.85190476190485
strength,10.841,372.3315
and,4.88863,324.27
strained,16.5336,368.1223809523809
their,9.56469,303.99142857142857
nerves,16.4767,292.41900000000004
to,6.94757,346.3047619047619
dust,16.9363,364.2657894736842
choked,17.3998,350.09736842105264
their,9.63146,389.88476190476194
and,4.77563,339.3804761904762
lay,13.931,289.7580952380952
like,11.4024,313.75095238095236
acid,17.9152,372.98761904761915
in,6.72671,346.8704999999999
their,6.96286,332.54904761904766
And,6.26392,339.34333333333336
the,3.07663,370.24333333333334
valley,16.6161,299.488
stretched,15.3998,301.36
out,8.32719,329.2004761904762
and,5.00457,371.7019047619047
and,6.39351,296.59666666666664
writhing,17.2663,346.972380952381
in,2.96339,345.2261904761905
